stars,movies,appearances
Jason O'Mara,"['One for the Money', 'Hypnotic']",2
Jason Patric,"['The Lost Boys', 'The Beast of War', 'Geronimo: An American Legend', 'Sleepers', 'Narc', 'The Alamo', 'In the Valley of Elah', 'The Vanished']",8
Jason Raize,['Brother Bear'],1
Jason Reisig,['Smallfoot'],1
Jason Ritter,['The Tale'],1
Jason Robards,"['Once Upon a Time in the West', 'Tora! Tora! Tora!', 'The Ballad of Cable Hogue', 'Johnny Got His Gun', 'A Boy and His Dog', 'Julia', 'Something Wicked This Way Comes', 'Parenthood', 'Magnolia']",9
Jason Ryan,['Papillon'],1
Jason Schwartzman,"['Rushmore', 'Spun', 'I Heart Huckabees', 'Shopgirl', 'Marie Antoinette', 'The Darjeeling Limited', 'Fantastic Mr. Fox', 'The Overnight', 'The Polka King', 'Klaus', 'Asteroid City']",11
Jason Scott Lee,"['Dragon: The Bruce Lee Story', 'The Jungle Book', 'Soldier']",3
Jason Segel,"['Slackers', 'Forgetting Sarah Marshall', 'I Love You, Man', 'Despicable Me', ""Gulliver's Travels"", 'The Muppets', 'Jeff, Who Lives at Home', 'Bad Teacher', 'The Five-Year Engagement', 'Sex Tape', 'The End of the Tour', 'The Discovery', 'Our Friend', 'Windfall']",14
Jason Spevack,"['Fever Pitch', 'Sunshine Cleaning']",2
Jason Statham,"['Lock, Stock and Two Smoking Barrels', 'Snatch', 'The One', 'Ghosts of Mars', 'The Transporter', 'Cellular', 'Chaos', 'London', 'Transporter 2', 'Revolver', 'Crank', 'War', 'The Bank Job', 'Death Race', 'Transporter 3', 'Crank: High Voltage', 'The Expendables', '13', 'The Mechanic', 'Killer Elite', 'Blitz', 'Safe', 'Homefront', 'Parker', 'Redemption', 'The Expendables 3', 'Furious 7', 'Spy', 'Wild Card', 'Mechanic: Resurrection', 'The Fate of the Furious', 'The Meg', 'Fast & Furious Presents: Hobbs & Shaw', 'Wrath of Man', 'Operation Fortune: Ruse de Guerre', 'Fast X']",36
Jason Sudeikis,"['Horrible Bosses', 'A Good Old Fashioned Orgy', 'Hall Pass', 'The Campaign', ""We're the Millers"", 'Horrible Bosses 2', 'Sleeping with Other People', 'Race', 'Angry Birds', 'Colossal', ""Mother's Day"", 'Kodachrome', 'Next Gen', 'Booksmart', 'The Angry Birds Movie 2']",15
Jason Tobin,['Better Luck Tomorrow'],1
Jason Watkins,['Nativity!'],1
Jason Wong,['The Covenant'],1
Jasper Newell,['We Need to Talk About Kevin'],1
Jassa Ahluwalia,['Slaughterhouse Rulez'],1
Jatin Goswami,['Hit: The First Case'],1
Javier Abad,"['Planet 51', 'Luck']",2
Javier Bardem,"['Live Flesh', 'Before Night Falls', 'Mondays in the Sun', 'The Sea Inside', ""Goya's Ghosts"", 'No Country for Old Men', 'Love in the Time of Cholera', 'Vicky Cristina Barcelona', 'Biutiful', 'Eat Pray Love', 'Skyfall', 'To the Wonder', 'The Counselor', 'The Gunman', 'Mother!', 'Pirates of the Caribbean: Dead Men Tell No Tales', 'Loving Pablo', 'Everybody Knows', 'The Good Boss', 'Being the Ricardos', 'Lyle, Lyle, Crocodile', 'The Little Mermaid']",22
Javier Drolas,['Sidewalls'],1
Javier Pereira,['May God Save Us'],1
Javon 'Wanna' Walton,"['The Addams Family 2', 'Samaritan']",2
Jay Baker,"[""April Fool's Day""]",1
Jay Baruchel,"['Million Dollar Baby', 'Fanboys', 'How to Train Your Dragon', ""She's Out of My League"", ""The Sorcerer's Apprentice"", 'Goon', 'This Is the End', 'The Art of the Steal', 'How to Train Your Dragon 2', 'How to Train Your Dragon: The Hidden World', 'BlackBerry']",11
Jay C. Flippen,['The Killing'],1
Jay Chandrasekhar,"['Super Troopers', 'Club Dread', 'Beerfest', ""The Slammin' Salmon"", 'Super Troopers 2']",5
Jay Chou,"['Curse of the Golden Flower', 'The Green Hornet']",2
Jay Duplass,"['Beatriz at Dinner', 'Prospect']",2
Jay Ellis,['Escape Room'],1
Jay Gallagher,['Wyrmwood: Road of the Dead'],1
Jay Gillespie,['2001 Maniacs'],1
Jay Hernandez,"['Crazy/Beautiful', 'The Rookie', 'Friday Night Lights', 'Hostel', 'Quarantine', 'A Bad Moms Christmas']",6
Jay Mohr,"['Picture Perfect', 'Small Soldiers', 'Mafia!', 'Go', 'Pay It Forward', 'Cherry Falls']",6
Jay O. Sanders,"['The Big Green', 'For Richer or Poorer']",2
Jay Paulson,['Rust Creek'],1
Jay Pharoah,['Unsane'],1
Jay Potter,['Beirut'],1
Jay Thomas,"[""Mr. Holland's Opus""]",1
Jaya Bachchan,"['Chupke Chupke', 'Kal Ho Naa Ho']",2
Jaya Prada,['Dasavatharam'],1
Jayam Ravi,"['Thani Oruvan', 'Ponniyin Selvan: Part I', 'Ponniyin Selvan: Part Two']",3
Jayaram,['Ala Vaikunthapurramuloo'],1
Jayce Bartok,['SubUrbia'],1
Jayda Fink,['The Bad Batch'],1
Jaye Ayres-Brown,['Paranormal Activity: Next of Kin'],1
Jaye Davidson,"['The Crying Game', 'Stargate']",2
Jaylin Webb,['Armageddon Time'],1
Jayma Mays,"['Paul Blart: Mall Cop', 'The Smurfs 2']",2
Jayne Atkinson,"['Free Willy', 'Blank Check']",2
Jayshree Soni,['MSG: The Messenger of God'],1
Je-mun Yun,"['The Good the Bad the Weird', 'Mother']",2
Jean Arthur,"['Mr. Deeds Goes to Town', ""You Can't Take It with You"", 'Mr. Smith Goes to Washington', 'Only Angels Have Wings', 'Shane']",5
Jean Benguigui,['A Cat in Paris'],1
Jean Caffeine,['Slacker'],1
Jean Carson,['The Party'],1
Jean De Baer,['84 Charing Cross Road'],1
Jean Debucourt,['The Earrings of Madame De...'],1
Jean Desailly,"['The Snitch', 'The Professional']",2
Jean Dujardin,"['OSS 117: Cairo, Nest of Spies', '99 francs', 'OSS 117: Lost in Rio', 'Little White Lies', 'The Artist', 'The Connection', 'Le daim']",7
Jean Gabin,['The Grand Illusion'],1
Jean Hagen,['The Asphalt Jungle'],1
Jean Harlow,['The Public Enemy'],1
Jean Hersholt,['Greed'],1
Jean Heywood,['Billy Elliot'],1
Jean Keraudy,['Le Trou'],1
Jean Lenauer,['My Dinner with Andre'],1
Jean Louisa Kelly,['Uncle Buck'],1
Jean Marais,"['Beauty and the Beast', 'Orpheus', 'Fantomas']",3
Jean Marsh,"['The Changeling', 'Return to Oz', 'Willow']",3
Jean Martin,"['The Battle of Algiers', 'My Name Is Nobody']",2
Jean Negulesco,"['River of No Return', 'The Greatest Story Ever Told']",2
Jean Parker,['The Gunfighter'],1
Jean Peters,"['Viva Zapata!', 'Pickup on South Street', 'Niagara']",3
Jean Poiret,['The Last Metro'],1
Jean Reno,"['The Big Blue', 'The Visitors', 'Léon: The Professional', 'French Kiss', 'Ronin', 'The Visitors II: The Corridors of Time', 'Godzilla', 'The Crimson Rivers', 'Wasabi', 'Just Visiting', 'Ruby & Quentin', 'Crimson Rivers 2: Angels of the Apocalypse', 'The Tiger and the Snow', 'Empire of the Wolves', 'The Da Vinci Code', 'Flushed Away', 'Flyboys', 'The Pink Panther', 'Armored', 'The Pink Panther 2', '22 Bullets', 'The Chef', 'Hector and the Search for Happiness']",23
Jean Riveyre,['Diary of a Country Priest'],1
Jean Rochefort,"[""The Hairdresser's Husband""]",1
Jean Seberg,"['Breathless', 'Paint Your Wagon', 'Airport']",3
Jean Servais,['Rififi'],1
Jean Simmons,"['Great Expectations', 'Hamlet', 'The Robe', 'Guys and Dolls', 'The Big Country', 'Spartacus', 'Elmer Gantry']",7
Jean Smart,"['Youth in Revolt', 'Hope Springs', 'Babylon']",3
Jean Sorel,['Belle de Jour'],1
Jean Topart,['Fantastic Planet'],1
Jean Wang,['Iron Monkey'],1
Jean Yanne,"['Weekend', 'Indochine']",2
Jean-Baptiste Maunier,['The Chorus'],1
Jean-Baptiste Tabourin,['Inside'],1
Jean-Claude Brialy,"['A Woman Is a Woman', ""Claire's Knee"", 'The Phantom of Liberty']",3
Jean-Claude Donda,"['The Triplets of Belleville', 'The Illusionist']",2
Jean-Claude Dreyfus,"['Delicatessen', 'Two Brothers']",2
Jean-Claude Guilbert,"['Au hasard Balthazar', 'Mouchette']",2
Jean-Claude Van Damme,"['No Retreat, No Surrender', 'Bloodsport', 'Kickboxer', 'Cyborg', 'Lionheart', 'Death Warrant', 'Double Impact', 'Universal Soldier', 'Hard Target', 'Nowhere to Run', 'Timecop', 'Sudden Death', 'The Quest', 'Maximum Risk', 'Legionnaire', 'Desert Heat', 'Replicant', 'In Hell', 'Until Death', 'JCVD', 'Universal Soldier: Regeneration', 'Assassination Games', 'The Expendables 2', '6 Bullets', 'Universal Soldier: Day of Reckoning', 'Welcome to the Jungle']",26
Jean-Hugues Anglade,"['Betty Blue', 'Queen Margot', 'Maximum Risk', 'Sink or Swim']",4
Jean-Louis Barrault,['Children of Paradise'],1
Jean-Louis Trintignant,"['Il Sorpasso', 'A Man and a Woman', 'The Great Silence', 'Z', ""My Night at Maud's"", 'The Conformist', 'Three Colors: Red', 'Amour', 'Happy End']",9
Jean-Luc Bideau,['The Red Violin'],1
Jean-Luc Couchard,['Calvaire'],1
Jean-Luc Godard,['Breathless'],1
Jean-Marc Barr,"['The Big Blue', 'Europa', 'Breaking the Waves']",3
Jean-Marie Lamour,['Swimming Pool'],1
Jean-Paul Belmondo,"['Breathless', 'Two Women', 'A Woman Is a Woman', 'The Snitch', 'Pierrot le Fou', 'The Professional']",6
Jean-Paul Rouve,"['The Extraordinary Adventures of Adèle Blanc-Sec', ""C'est la vie!""]",2
Jean-Philippe Vine,"[""Ron's Gone Wrong""]",1
Jean-Pierre Bacri,"['The Taste of Others', ""C'est la vie!""]",2
Jean-Pierre Cassel,"['Army of Shadows', 'Ready to Wear', 'La Cérémonie']",3
Jean-Pierre Darroussin,"['22 Bullets', 'Le Havre']",2
Jean-Pierre Jeunet,"['Delicatessen', 'The City of Lost Children']",2
Jean-Pierre Kalfon,['Weekend'],1
Jean-Pierre Lorit,['Three Colors: Red'],1
Jean-Pierre Martins,['The Horde'],1
Jean-Pierre Zola,['Mon Oncle'],1
Jeanette Hain,['The Reader'],1
Jeanne Austin,['The Funhouse'],1
Jeanne Bates,"['Eraserhead', 'Mulholland Drive']",2
Jeanne Crain,"['Leave Her to Heaven', 'A Letter to Three Wives']",2
Jeanne Dandoy,['Bullhead'],1
Jeanne Disson,['Tomboy'],1
Jeanne Moreau,"['Elevator to the Gallows', 'La Notte', 'Jules and Jim', 'The Train', 'The Lover']",5
Jeanne Tripplehorn,"['Basic Instinct', 'The Firm', 'Waterworld', 'Sliding Doors', 'Mickey Blue Eyes']",5
Jeannetta Arnette,['Snow Angels'],1
Jeannine Taylor,['Friday the 13th'],1
Jeb Stuart Adams,['Flowers in the Attic'],1
Jed,['White Fang'],1
Jed Rees,['The Ringer'],1
Jee-Young Kim,['Silenced'],1
JeeJa Yanin,['Chocolate'],1
Jeep Swenson,['Bulletproof'],1
Jeff Anderson,"['Clerks', 'Jay and Silent Bob Strike Back', 'Clerks II', 'Clerks III']",4
Jeff Bennett,"['Peter Pan 2: Return to Never Land', 'Secret of the Wings']",2
Jeff Branson,['I Spit on Your Grave'],1
Jeff Bridges,"['The Last Picture Show', 'Thunderbolt and Lightfoot', 'King Kong', 'The Last Unicorn', 'Tron', 'Starman', 'Against All Odds', 'Jagged Edge', 'Tucker: The Man and His Dream', 'The Fabulous Baker Boys', 'The Fisher King', 'Fearless', 'The Vanishing', 'Blown Away', 'White Squall', 'The Mirror Has Two Faces', 'The Big Lebowski', 'Arlington Road', 'The Muse', 'The Contender', 'K-PAX', 'Seabiscuit', 'The Door in the Floor', 'Tideland', 'Stick It', ""Surf's Up"", 'Iron Man', 'Crazy Heart', 'The Men Who Stare at Goats', 'True Grit', 'TRON: Legacy', 'R.I.P.D.', 'The Giver', 'Seventh Son', 'The Little Prince', 'Hell or High Water', 'Only the Brave', 'Bad Times at the El Royale']",38
Jeff Chase,"[""The Slammin' Salmon""]",1
Jeff Cohen,['The Goonies'],1
Jeff Conaway,['Grease'],1
Jeff Daniel Phillips,"['The Lords of Salem', '31', '3 from Hell']",3
Jeff Daniels,"['The Purple Rose of Cairo', 'Something Wild', 'Heartburn', 'Arachnophobia', 'Dumb and Dumber', 'Fly Away Home', '2 Days in the Valley', '101 Dalmatians', 'Pleasantville', 'My Favorite Martian', 'Blood Work', 'Gods and Generals', 'Good Night, and Good Luck.', 'The Squid and the Whale', 'Because of Winn-Dixie', 'The Lookout', 'Paper Man', 'Dumb and Dumber To', 'Steve Jobs', 'Allegiant']",20
Jeff East,['Pumpkinhead'],1
Jeff Fahey,"['Psycho III', 'White Hunter Black Heart', 'The Lawnmower Man']",3
Jeff Garlin,"['Daddy Day Care', 'WALL·E']",2
Jeff Goldblum,"['Invasion of the Body Snatchers', 'The Big Chill', 'The Adventures of Buckaroo Banzai Across the 8th Dimension', 'Into the Night', 'The Fly', 'Earth Girls Are Easy', 'Deep Cover', 'Jurassic Park', 'Powder', 'Independence Day', 'The Great White Hype', 'The Lost World: Jurassic Park', 'Cats & Dogs', 'Igby Goes Down', 'The Switch', 'Independence Day: Resurgence']",16
Jeff J.J. Authors,['Resurrection'],1
Jeff Kahn,['Tropic Thunder'],1
Jeff Lima,['Half Nelson'],1
Jeff McGrath,['The Wild Thornberrys'],1
Jeff Morrow,['This Island Earth'],1
Jeff Newitt,['The Pirates! Band of Misfits'],1
Jeff Richards,['Seven Brides for Seven Brothers'],1
Jeff Roop,['Backcountry'],1
Jeff Rowe,['The Mitchells vs the Machines'],1
Jeff York,['Old Yeller'],1
Jeffery Rifflard,['Leave No Trace'],1
Jeffrey Bowyer-Chapman,"['Grave Encounters 2', 'Falling Inn Love']",2
Jeffrey Combs,"['Re-Animator', 'From Beyond', 'Bride of Re-Animator', 'Beyond Re-Animator', 'Would You Rather']",5
Jeffrey DeMunn,"['The Hitcher', 'The Blob', 'RocketMan', 'The Majestic', '6 Souls']",5
Jeffrey Dean Morgan,"['The Accidental Husband', 'The Losers', 'Texas Killing Fields', 'The Resident', 'The Possession', 'The Salvation', 'Solace', 'Heist', 'Desierto', 'Rampage', 'The Postcard Killings', 'The Unholy', 'Fall']",13
Jeffrey Donovan,"['Extinction', 'Sicario: Day of the Soldado', 'Villains', 'Honest Thief']",4
Jeffrey Friedman,"['Howl', 'Lovelace']",2
Jeffrey Grover,['Galveston'],1
Jeffrey Ho,['Queen'],1
Jeffrey Hunter,['The Searchers'],1
Jeffrey Jones,"[""Ferris Bueller's Day Off"", 'Without a Clue', ""Who's Harry Crumb?"", 'Stay Tuned', ""The Devil's Advocate""]",5
Jeffrey Katzenberg,['The Road to El Dorado'],1
Jeffrey Kramer,['Halloween II'],1
Jeffrey Men,['Anon'],1
Jeffrey Nordling,['D3: The Mighty Ducks'],1
Jeffrey Sekele,"[""Gangster's Paradise: Jerusalema""]",1
Jeffrey Tambor,"['Life Stinks', 'Teaching Mrs. Tingle', 'How the Grinch Stole Christmas', 'The SpongeBob SquarePants Movie', 'Win Win', 'The D Train', 'The Death of Stalin']",7
Jeffrey Thomas,"['Slow West', 'Adrift']",2
Jeffrey Vincent Parise,['The Love Witch'],1
Jeffrey Wright,"['Basquiat', 'Shaft', 'Casino Royale', 'Lady in the Water', 'Cadillac Records', 'Source Code', 'Broken City', 'A Single Shot', 'The Good Dinosaur', 'Hold the Dark', 'The Goldfinch', 'The Batman', 'Asteroid City']",13
Jelena Gavrilovic,['A Serbian Film'],1
Jella Haase,['Suck Me Shakespeer 2'],1
Jemaine Clement,"['Eagle vs Shark', 'Gentlemen Broncos', 'Men in Black 3', 'What We Do in the Shadows', 'Rio 2', 'People Places Things', 'The BFG']",7
Jemelia George,"[""Magic Mike's Last Dance""]",1
Jemima Rooper,['Kinky Boots'],1
Jemima West,['The Mortal Instruments: City of Bones'],1
Jemma Dallender,['I Spit on Your Grave 2'],1
Jemma Moore,['Host'],1
Jen Kuo Sung,['Paddleton'],1
Jen Landon,['I Spit on Your Grave: Vengeance Is Mine'],1
Jena Malone,"['Stepmom', 'For Love of the Game', 'Donnie Darko', 'Life as a House', 'The Dangerous Lives of Altar Boys', 'Saved!', 'The Ruins', 'The Messenger', 'Sucker Punch', 'Antebellum']",10
Jena Sims,['Kill the Messenger'],1
Jeni Ross,['Every Day'],1
Jenjira Pongpas,['Uncle Boonmee Who Can Recall His Past Lives'],1
Jenna Boyd,['The Missing'],1
Jenna Dewan,"['Tamara', 'Step Up', '10 Years']",3
Jenna Elfman,"['Edtv', 'Keeping the Faith', 'Looney Tunes: Back in Action', 'Friends with Benefits']",4
Jenna Fischer,"['Walk Hard: The Dewey Cox Story', 'The Brothers Solomon', 'Hall Pass', 'The Giant Mechanical Man', ""Brad's Status""]",5
Jenna Kanell,['Terrifier'],1
Jenna Ortega,"['The Babysitter: Killer Queen', 'The Fallout', 'Yes Day', 'X', 'Scream VI']",5
Jenna Stern,['16 Blocks'],1
Jennette McCurdy,['Pet'],1
Jenni Baird,['Backtrack'],1
Jennica Fulton,['Grave Encounters 2'],1
Jennifer Alden,['Blind Dating'],1
Jennifer Aniston,"[""She's the One"", 'Picture Perfect', 'The Object of My Affection', 'The Iron Giant', 'Office Space', 'Rock Star', 'The Good Girl', 'Bruce Almighty', 'Along Came Polly', 'Derailed', 'Rumor Has It...', 'The Break-Up', 'Friends with Money', 'Marley & Me', 'Management', ""He's Just Not That Into You"", 'Love Happens', 'The Switch', 'The Bounty Hunter', 'Just Go with It', 'Wanderlust', ""We're the Millers"", 'Life of Crime', 'Cake', 'Horrible Bosses 2', ""She's Funny That Way"", 'Storks', 'Office Christmas Party', ""Mother's Day"", ""Dumplin'"", 'Murder Mystery', 'Murder Mystery 2']",32
Jennifer Babtist,['The Toxic Avenger'],1
Jennifer Balgobin,['Cherry 2000'],1
Jennifer Banko,['Friday the 13th Part VII: The New Blood'],1
Jennifer Bassey,['Waxwork'],1
Jennifer Batter,['Ink'],1
Jennifer Baxter,['Knockaround Guys'],1
Jennifer Beals,"['Flashdance', ""Vampire's Kiss"", 'Devil in a Blue Dress', 'Catch That Kid', 'Manhattan Night']",5
Jennifer Carpenter,"['Battle in Seattle', 'Quarantine', 'Gone', 'The Factory', 'Brawl in Cell Block 99', 'Batman: Gotham by Gaslight', ""Mortal Kombat Legends: Scorpion's Revenge""]",7
Jennifer Connelly,"['Phenomena', 'Labyrinth', 'The Hot Spot', 'The Rocketeer', 'Career Opportunities', 'Higher Learning', 'Mulholland Falls', 'Inventing the Abbotts', 'Dark City', 'A Beautiful Mind', 'House of Sand and Fog', 'Hulk', 'Dark Water', 'Blood Diamond', 'Little Children', 'Reservation Road', 'The Day the Earth Stood Still', '9', 'Creation', ""He's Just Not That Into You"", 'The Dilemma', 'Stuck in Love.', ""Winter's Tale"", 'Noah', 'American Pastoral', 'Only the Brave', 'Alita: Battle Angel']",27
Jennifer Cooke,['Friday the 13th Part VI: Jason Lives'],1
Jennifer Coolidge,"['American Pie', 'Best in Show', 'Pootie Tang', 'A Cinderella Story', 'Austenland', 'Shotgun Wedding']",6
Jennifer Decker,['Flyboys'],1
Jennifer Drake,['Fantastic Planet'],1
Jennifer Dundas,['Brittany Runs a Marathon'],1
Jennifer Ehle,"['Wilde', 'Sunshine', 'Possession', 'MI-5', 'Vox Lux', 'Saint Maud']",6
Jennifer Ellison,['The Cottage'],1
Jennifer Esposito,['Summer of Sam'],1
Jennifer Garner,"[""Dude, Where's My Car?"", 'Daredevil', '13 Going on 30', 'Catch and Release', 'Juno', 'The Kingdom', 'The Invention of Lying', 'Ghosts of Girlfriends Past', 'Butter', 'Arthur', 'The Odd Life of Timothy Green', 'Dallas Buyers Club', 'Draft Day', 'Men, Women & Children', 'Alexander and the Terrible, Horrible, No Good, Very Bad Day', 'Danny Collins', 'Miracles from Heaven', 'Wakefield', 'Nine Lives', 'Love, Simon', 'Peppermint', 'Wonder Park', 'Yes Day', 'The Adam Project']",24
Jennifer Grey,['Dirty Dancing'],1
Jennifer Hudson,"['The Secret Life of Bees', 'Sandy Wexler', 'Respect']",3
Jennifer Jason Leigh,"['Fast Times at Ridgemont High', 'Flesh+Blood', 'The Hitcher', 'Single White Female', 'The Hudsucker Proxy', 'Dolores Claiborne', 'eXistenZ', 'In the Cut', 'The Machinist', 'Palindromes', 'Margot at the Wedding', 'Greenberg', 'The Spectacular Now', 'The Hateful Eight', 'Anomalisa', 'Good Time', 'Annihilation', 'White Boy Rick', 'Possessor']",19
Jennifer Kluska,['Hotel Transylvania: Transformania'],1
Jennifer Lawrence,"[""Winter's Bone"", 'X: First Class', 'Like Crazy', 'Silver Linings Playbook', 'The Hunger Games', 'House at the End of the Street', 'The Hunger Games: Catching Fire', 'American Hustle', 'The Hunger Games: Mockingjay - Part 1', 'Serena', 'Joy', 'The Hunger Games: Mockingjay - Part 2', 'Passengers', 'X-Men: Apocalypse', 'Mother!', 'Red Sparrow', 'X-Men: Dark Phoenix', ""Don't Look Up"", 'Causeway', 'No Hard Feelings']",20
Jennifer Lee,"['Frozen', 'Frozen II']",2
Jennifer Lien,"['American History X', 'SLC Punk!']",2
Jennifer Lopez,"['Money Train', 'Blood and Wine', 'Jack', 'Selena', 'U Turn', 'Anaconda', 'Out of Sight', 'The Cell', 'Angel Eyes', 'The Wedding Planner', 'Enough', 'Maid in Manhattan', 'Shall We Dance', 'An Unfinished Life', 'Monster-in-Law', 'Bordertown', 'The Back-up Plan', 'Parker', 'Home', 'Second Act', 'Hustlers', 'Marry Me', 'Shotgun Wedding', 'The Mother']",24
Jennifer Love Hewitt,"['I Know What You Did Last Summer', ""Can't Hardly Wait"", 'Heartbreakers', 'The Tuxedo', 'If Only', 'Garfield', 'Garfield: A Tail of Two Kitties']",7
Jennifer Lowry,['Brain Damage'],1
Jennifer Lyons,['The Way to Paradise'],1
Jennifer Morrison,"['Big Stan', 'Warrior']",2
Jennifer O'Neill,"['Rio Lobo', 'Scanners']",2
Jennifer Reeder,['V/H/S/94'],1
Jennifer Rubin,"['The Crush', 'Screamers']",2
Jennifer Salt,['Sisters'],1
Jennifer Saunders,"['Muppet Treasure Island', 'Coraline', 'Absolutely Fabulous: The Movie']",3
Jennifer Tilly,"['Bullets Over Broadway', 'Bound', 'Liar Liar', 'Bride of Chucky', 'The Haunted Mansion', 'Home on the Range', 'Seed of Chucky', 'Tideland']",8
Jennifer Ulrich,['The Wave'],1
Jennifer Warren,"['Night Moves', 'Slap Shot']",2
Jennifer Westfeldt,"['Kissing Jessica Stein', 'Friends with Kids']",2
Jennifer Yuh Nelson,['Kung Fu Panda 3'],1
Jenny Agutter,"['Walkabout', 'The Eagle Has Landed', ""Logan's Run"", 'An American Werewolf in London', ""Child's Play 2""]",5
